,address,apartment_size,begin_date,category,created_at,district1,id,latitude,longitude,name,normalized_price,number_of_bedrooms,occupied_dates,provider_code,city_code
557,Spui,90.0,2018-02-16,apartment,2018-02-06T06:02:18,amsterdam-centrum,1005583,52.36870781,4.88867616,2 rooms apartment in Spui,1800.0,2,[],pararius,amsterdam
560,Christiaan Huygensplein 16,87.0,2018-02-16,apartment,2017-10-21T07:19:30,amsterdam-oost,613760,52.34933378,4.93900001,3 rooms apartment in Christiaan Huygensplein 16,1550.0,3,[],pararius,amsterdam
561,Leonardostraat,135.0,2018-02-16,apartment,2017-10-26T02:21:24,amsterdam-zuid,620927,52.349467499999996,4.86833011,3 rooms apartment in Leonardostraat,2750.0,3,[],pararius,amsterdam
563,Keizersgracht 461,140.0,2018-02-16,apartment,2017-11-24T05:18:16,amsterdam-centrum,699033,52.36604373,4.88689228,2 rooms apartment in Keizersgracht 461,3500.0,2,[],pararius,amsterdam
564,Anna Blamansingel,55.0,2018-02-16,apartment,2018-02-09T06:07:58,amsterdam-zuidoost,1015531,52.31596936,4.94567217,2 rooms apartment in Anna Blamansingel,1075.0,2,[],pararius,amsterdam
565,Korte Koningsstraat,120.0,2018-02-16,apartment,2018-01-17T07:00:41,amsterdam-centrum,922007,52.37167893,4.90291572,2 rooms apartment in Korte Koningsstraat,1850.0,2,[],pararius,amsterdam
570,Bronckhorststraat,88.0,2018-02-16,apartment,2018-01-17T07:07:25,amsterdam-zuid,922153,52.3527361,4.8800929,3 rooms apartment in Bronckhorststraat,1950.0,3,[],pararius,amsterdam
571,Kloveniersburgwal,80.0,2018-02-16,apartment,2017-12-24T07:48:34,amsterdam-centrum,844336,52.37101689,4.89928134,3 rooms apartment in Kloveniersburgwal,2100.0,3,[],pararius,amsterdam
572,Vossiusstraat,105.0,2018-02-16,apartment,2017-10-21T07:12:51,amsterdam-zuid,613387,52.35991238,4.87685463,3 rooms apartment in Vossiusstraat,2750.0,3,[],pararius,amsterdam
573,Linnaeusparkweg,140.0,2018-02-16,apartment,2017-11-08T07:21:07,amsterdam-oost,672729,52.35454177,4.93300267,5 rooms apartment in Linnaeusparkweg,2950.0,5,[],pararius,amsterdam
574,Govert Flinckstraat,90.0,2018-02-16,apartment,2018-02-01T06:29:35,amsterdam-zuid,987261,52.35739327,4.90189728,3 rooms apartment in Govert Flinckstraat,2000.0,3,[],pararius,amsterdam
577,Kotterspad,89.0,2018-02-16,apartment,2017-10-21T06:58:31,amsterdam-zuid,612509,52.33223734,4.85604634,3 rooms apartment in Kotterspad,1750.0,3,[],pararius,amsterdam
578,Reijnier Vinkeleskade,150.0,2018-02-16,apartment,2017-10-21T07:35:09,amsterdam-zuid,614694,52.35189747,4.87735777,4 rooms apartment in Reijnier Vinkeleskade,3000.0,4,[],pararius,amsterdam
580,Johannes van der Steurstraat,115.0,2018-02-16,apartment,2017-10-21T07:43:13,amsterdam-nieuw-west,615179,52.347817299999996,4.829489499999999,4 rooms apartment in Johannes van der Steurstraat,1421.0,4,[],pararius,amsterdam
583,Stadhouderskade 30,160.0,2018-02-16,apartment,2017-10-21T08:15:13,amsterdam-zuid,617066,52.36154946,4.88345683,5 rooms apartment in Stadhouderskade 30,3000.0,5,[],pararius,amsterdam
587,Haarlemmerweg,95.0,2018-02-16,apartment,2017-11-19T07:29:03,amsterdam-west,687732,52.38512355,4.86872077,4 rooms apartment in Haarlemmerweg,1950.0,4,[],pararius,amsterdam
588,Tweede Jan van der Heijdenstraat,64.0,2018-02-16,apartment,2018-01-31T06:41:11,amsterdam-zuid,981626,52.35505608,4.899618299999999,2 rooms apartment in Tweede Jan van der Heijdenstraat,1750.0,2,[],pararius,amsterdam
589,Kerkstraat,70.0,2018-02-16,apartment,2017-12-01T08:46:20,amsterdam-centrum,710795,52.36470902,4.88672437,2 rooms apartment in Kerkstraat,1700.0,2,[],pararius,amsterdam
590,Jozef Israelskade,55.0,2018-02-16,apartment,2018-02-02T06:24:13,amsterdam-zuid,992402,52.34857273,4.89020852,2 rooms apartment in Jozef Israelskade,1600.0,2,[],pararius,amsterdam
591,Reijnier Vinkeleskade,150.0,2018-02-16,apartment,2017-10-21T07:35:09,amsterdam-zuid,614694,52.35189747,4.87735777,4 rooms apartment in Reijnier Vinkeleskade,3000.0,4,[],pararius,amsterdam
592,Kotterspad,89.0,2018-02-16,apartment,2017-10-21T06:58:31,amsterdam-zuid,612509,52.33223734,4.85604634,3 rooms apartment in Kotterspad,1750.0,3,[],pararius,amsterdam
593,Stadhouderskade 16,120.0,2018-02-16,apartment,2017-10-21T06:59:45,amsterdam-west,612593,52.36204965,4.88061773,3 rooms apartment in Stadhouderskade 16,3750.0,3,[],pararius,amsterdam
594,Hooivletstraat,99.0,2018-02-16,apartment,2018-01-24T15:29:25,amsterdam-oost,949815,52.36384039,4.98677374,4 rooms apartment in Hooivletstraat,1054.0,4,[],pararius,amsterdam
596,Wethouder Den Hertogstraat,106.0,2018-02-16,apartment,2018-01-31T06:41:27,amsterdam-zuidoost,981666,52.29128325,4.98703154,3 rooms apartment in Wethouder Den Hertogstraat,842.0,3,[],pararius,amsterdam
597,Prinsengracht,75.0,2018-02-16,apartment,2017-11-09T09:15:32,amsterdam-centrum,674317,52.37774846,4.88631287,3 rooms apartment in Prinsengracht,1920.0,3,[],pararius,amsterdam
601,Jozef Israelskade,55.0,2018-02-16,apartment,2018-02-02T06:24:13,amsterdam-zuid,992402,52.34857273,4.89020852,2 rooms apartment in Jozef Israelskade,1600.0,2,[],pararius,amsterdam
604,Kotterspad 32,95.0,2018-02-16,apartment,2017-10-21T06:55:37,amsterdam-zuid,612306,52.33221038,4.85604666,2 rooms apartment in Kotterspad 32,2000.0,2,[],pararius,amsterdam
607,Wethouder Den Hertogstraat,106.0,2018-02-16,apartment,2018-01-31T06:41:27,amsterdam-zuidoost,981666,52.29128325,4.98703154,3 rooms apartment in Wethouder Den Hertogstraat,842.0,3,[],pararius,amsterdam
611,Utrechtsedwarsstraat,142.0,2018-02-16,apartment,2018-01-30T06:04:57,amsterdam-centrum,979350,52.36185456,4.90072226,5 rooms apartment in Utrechtsedwarsstraat,2900.0,5,[],pararius,amsterdam
614,Pythagorasstraat 79,120.0,2018-02-16,apartment,2017-11-08T07:21:11,amsterdam-oost,672730,52.35442499,4.93536708,5 rooms apartment in Pythagorasstraat 79,2250.0,5,[],pararius,amsterdam
615,Duke Ellingtonstraat 71,90.0,2018-02-16,apartment,2018-01-05T07:26:41,amsterdam-nieuw-west,867521,52.34381402,4.82689547,3 rooms apartment in Duke Ellingtonstraat 71,1500.0,3,[],pararius,amsterdam
621,Geleenstraat,80.0,2018-02-16,apartment,2017-10-21T06:59:29,amsterdam-zuid,612573,52.34433205,4.89272141,3 rooms apartment in Geleenstraat,2250.0,3,[],pararius,amsterdam
623,Dufaystraat,150.0,2018-02-16,apartment,2017-10-21T07:35:15,amsterdam-zuid,614700,52.35317964,4.86837478,3 rooms apartment in Dufaystraat,3200.0,3,[],pararius,amsterdam
626,Utrechtsedwarsstraat,142.0,2018-02-16,apartment,2018-01-30T06:04:57,amsterdam-centrum,979350,52.36185456,4.90072226,5 rooms apartment in Utrechtsedwarsstraat,2900.0,5,[],pararius,amsterdam
629,Herengracht,120.0,2018-02-16,apartment,2017-10-21T07:17:11,amsterdam-centrum,613626,52.36558295,4.89150087,3 rooms apartment in Herengracht,3500.0,3,[],pararius,amsterdam
631,Lumeijstraat,75.0,2018-02-16,apartment,2017-10-21T06:56:02,amsterdam-west,612335,52.37271502,4.86136206,2 rooms apartment in Lumeijstraat,1600.0,2,[],pararius,amsterdam
634,Sanderijnstraat,60.0,2018-02-16,apartment,2018-02-13T06:02:23,amsterdam-west,1030518,52.37650594,4.850919599999999,2 rooms apartment in Sanderijnstraat,1299.0,2,[],pararius,amsterdam
635,De Boelelaan,85.0,2018-02-16,apartment,2017-12-09T07:58:52,amsterdam-zuid,799324,52.33471415,4.87765778,3 rooms apartment in De Boelelaan,1475.0,3,[],pararius,amsterdam
636,Vierwindendwarsstraat,75.0,2018-02-16,apartment,2017-10-21T08:06:26,amsterdam-centrum,616530,52.38730472,4.88708498,2 rooms apartment in Vierwindendwarsstraat,3999.0,2,[],pararius,amsterdam
637,Spuistraat,65.0,2018-02-16,apartment,2017-11-17T06:29:51,amsterdam-centrum,684428,52.37134252,4.8895196,3 rooms apartment in Spuistraat,2360.0,3,[],pararius,amsterdam
639,Valkenburgerstraat,85.0,2018-02-16,apartment,2017-11-04T07:19:53,amsterdam-centrum,658483,52.36958134,4.90632303,3 rooms apartment in Valkenburgerstraat,3750.0,3,[],pararius,amsterdam
640,Johan Huizingalaan,89.0,2018-02-16,apartment,2018-02-01T06:30:40,amsterdam-nieuw-west,987346,52.355304100000005,4.82767516,3 rooms apartment in Johan Huizingalaan,1032.0,3,[],pararius,amsterdam
643,Sarphatipark 62,110.0,2018-02-16,apartment,2018-01-06T09:58:23,amsterdam-zuid,875729,52.35327404,4.89570445,3 rooms apartment in Sarphatipark 62,2500.0,3,[],pararius,amsterdam
644,Veembroederhof,127.0,2018-02-16,apartment,2018-01-12T09:44:01,amsterdam-oost,907340,52.37640224,4.92433457,2 rooms apartment in Veembroederhof,2495.0,2,[],pararius,amsterdam
645,Herengracht,135.0,2018-02-16,apartment,2017-10-21T07:12:59,amsterdam-centrum,613395,52.37718757,4.88971166,3 rooms apartment in Herengracht,2975.0,3,[],pararius,amsterdam
647,Sloterdijkstraat 5,65.0,2018-02-16,apartment,2018-02-09T06:07:47,amsterdam-centrum,1015529,52.38566201,4.88522464,2 rooms apartment in Sloterdijkstraat 5,1400.0,2,[],pararius,amsterdam
649,Henri Dunantstraat,95.0,2018-02-16,apartment,2017-10-21T07:45:30,amsterdam-nieuw-west,615309,52.34808713,4.82935664,3 rooms apartment in Henri Dunantstraat,1260.0,3,[],pararius,amsterdam
650,Govert Flinckstraat,110.0,2018-02-16,apartment,2017-10-21T08:04:50,amsterdam-zuid,616436,52.35736589,4.90179482,2 rooms apartment in Govert Flinckstraat,3999.0,2,[],pararius,amsterdam
651,Lijnbaansgracht 186,65.0,2018-02-16,apartment,2017-11-24T05:13:15,amsterdam-centrum,698968,52.36871041,4.87872096,2 rooms apartment in Lijnbaansgracht 186,1590.0,2,[],pararius,amsterdam
652,Albert Cuypstraat,60.0,2018-02-16,apartment,2018-01-12T09:44:18,amsterdam-zuid,907342,52.35477306,4.88991891,2 rooms apartment in Albert Cuypstraat,1750.0,2,[],pararius,amsterdam
655,Geerdinkhof,140.0,2018-02-16,apartment,2018-02-13T06:05:25,amsterdam-zuidoost,1030560,52.32515775,4.98426209,5 rooms apartment in Geerdinkhof,1650.0,5,[],pararius,amsterdam
656,Van Nijenrodeweg 403,95.0,2018-02-16,apartment,2018-01-19T06:17:11,amsterdam-zuid,928763,52.32753978,4.87716798,3 rooms apartment in Van Nijenrodeweg 403,1650.0,3,[],pararius,amsterdam
663,Geerdinkhof,140.0,2018-02-16,apartment,2018-02-13T06:05:25,amsterdam-zuidoost,1030560,52.32515775,4.98426209,5 rooms apartment in Geerdinkhof,1650.0,5,[],pararius,amsterdam
666,Johannes van der Steurstraat,115.0,2018-02-16,apartment,2017-10-21T07:48:17,amsterdam-nieuw-west,615463,52.34771815,4.82947556,4 rooms apartment in Johannes van der Steurstraat,1396.0,4,[],pararius,amsterdam
669,Jacob van Lennepkade 36,51.0,2018-02-16,apartment,2018-02-12T06:54:54,amsterdam-west,1029394,52.36632182,4.87504839,2 rooms apartment in Jacob van Lennepkade 36,1350.0,2,[],pararius,amsterdam
671,Tweede Helmersstraat,60.0,2018-02-16,apartment,2018-01-26T07:55:20,amsterdam-west,957407,52.36470355,4.87701975,3 rooms apartment in Tweede Helmersstraat,1750.0,3,[],pararius,amsterdam
677,Henriette Bosmansstraat 50,120.0,2018-02-16,apartment,2017-10-21T07:17:45,amsterdam-zuid,613659,52.34196309,4.87047222,4 rooms apartment in Henriette Bosmansstraat 50,2450.0,4,[],pararius,amsterdam
678,Prinsengracht 512,126.0,2018-02-16,apartment,2018-01-19T06:18:03,amsterdam-centrum,928825,52.36362769,4.88606122,3 rooms apartment in Prinsengracht 512,3500.0,3,[],pararius,amsterdam
679,Westlandgracht,95.0,2018-02-16,apartment,2018-01-27T06:54:12,amsterdam-zuid,963168,52.35053675,4.84618447,3 rooms apartment in Westlandgracht,1750.0,3,[],pararius,amsterdam
680,Henriette Bosmansstraat 50,120.0,2018-02-16,apartment,2017-10-21T07:17:45,amsterdam-zuid,613659,52.34196309,4.87047222,4 rooms apartment in Henriette Bosmansstraat 50,2450.0,4,[],pararius,amsterdam
681,Westlandgracht,95.0,2018-02-16,apartment,2018-01-27T06:54:12,amsterdam-zuid,963168,52.35053675,4.84618447,3 rooms apartment in Westlandgracht,1750.0,3,[],pararius,amsterdam
688,Herenmarkt 4,200.0,2018-02-16,apartment,2018-01-06T09:58:31,amsterdam-centrum,875735,52.38018019,4.89144738,5 rooms apartment in Herenmarkt 4,4000.0,5,[],pararius,amsterdam
693,Henri Dunantstraat,115.0,2018-02-16,apartment,2017-10-21T07:47:35,amsterdam-nieuw-west,615422,52.34809431,4.82989749,4 rooms apartment in Henri Dunantstraat,1406.0,4,[],pararius,amsterdam
694,Stadhouderskade,140.0,2018-02-16,apartment,2017-10-21T07:12:03,amsterdam-west,613339,52.36204971,4.88063241,3 rooms apartment in Stadhouderskade,3500.0,3,[],pararius,amsterdam
696,Singel,180.0,2018-02-16,apartment,2017-10-21T06:54:57,amsterdam-centrum,612263,52.37082491,4.88772728,3 rooms apartment in Singel,3850.0,3,[],pararius,amsterdam
697,Maassluisstraat 23,90.0,2018-02-16,apartment,2018-01-10T14:03:16,amsterdam-nieuw-west,899543,52.35084463,4.83693404,2 rooms apartment in Maassluisstraat 23,1650.0,2,[],pararius,amsterdam
699,Theophilusstraat 8,50.0,2018-02-16,apartment,2018-02-02T06:24:04,amsterdam-west,992386,52.37875372,4.85309539,2 rooms apartment in Theophilusstraat 8,1500.0,2,[],pararius,amsterdam
700,Stadhouderskade,140.0,2018-02-16,apartment,2017-10-21T07:12:03,amsterdam-west,613339,52.36204971,4.88063241,3 rooms apartment in Stadhouderskade,3500.0,3,[],pararius,amsterdam
703,Maassluisstraat 23,90.0,2018-02-16,apartment,2018-01-10T14:03:16,amsterdam-nieuw-west,899543,52.35084463,4.83693404,2 rooms apartment in Maassluisstraat 23,1650.0,2,[],pararius,amsterdam
704,Singel,180.0,2018-02-16,apartment,2017-10-21T06:54:57,amsterdam-centrum,612263,52.37082491,4.88772728,3 rooms apartment in Singel,3850.0,3,[],pararius,amsterdam
707,Marnixstraat,60.0,2018-02-16,apartment,2018-02-03T06:27:06,amsterdam-centrum,994274,52.364823200000004,4.88030637,3 rooms apartment in Marnixstraat,1950.0,3,[],pararius,amsterdam
710,Johannes van der Steurstraat,115.0,2018-02-16,apartment,2017-10-21T07:49:18,amsterdam-nieuw-west,615517,52.34780328,4.82851821,4 rooms apartment in Johannes van der Steurstraat,1421.0,4,[],pararius,amsterdam
714,Van Hallstraat,10.0,2018-02-16,apartment,2018-01-06T10:32:20,amsterdam-west,875827,52.37945,4.87231192,2 rooms apartment in Van Hallstraat,195.0,2,[],pararius,amsterdam
716,Bachplein,95.0,2018-02-16,apartment,2017-10-21T07:12:21,amsterdam-zuid,613357,52.34829573,4.87999686,3 rooms apartment in Bachplein,2000.0,3,[],pararius,amsterdam
719,Dikninge,75.0,2018-02-16,apartment,2017-11-04T07:29:41,amsterdam-zuid,658595,52.33183034,4.88637606,3 rooms apartment in Dikninge,1695.0,3,[],pararius,amsterdam
720,Albert Cuypstraat,60.0,2018-02-16,apartment,2018-01-12T09:44:20,amsterdam-zuid,907343,52.35477306,4.88991891,2 rooms apartment in Albert Cuypstraat,1750.0,2,[],pararius,amsterdam
721,Hobbemastraat 6,55.0,2018-02-16,apartment,2017-11-10T06:28:12,amsterdam-zuid,674923,52.36115869,4.8824483,3 rooms apartment in Hobbemastraat 6,1495.0,3,[],pararius,amsterdam
722,Derde Helmersstraat,130.0,2018-02-16,apartment,2017-12-24T07:41:10,amsterdam-west,844319,52.36527234,4.87761517,4 rooms apartment in Derde Helmersstraat,2500.0,4,[],pararius,amsterdam
725,Westerdoksdijk,61.0,2018-02-16,apartment,2017-12-06T12:20:40,amsterdam-centrum,788596,52.38616961,4.89265149,2 rooms apartment in Westerdoksdijk,1700.0,2,[],pararius,amsterdam
729,Beulingstraat,120.0,2018-02-16,apartment,2017-10-21T06:53:58,amsterdam-centrum,612198,52.36813765,4.88774286,3 rooms apartment in Beulingstraat,3200.0,3,[],pararius,amsterdam
732,Bart de Ligtstraat,129.0,2018-02-16,apartment,2018-02-11T06:04:20,amsterdam-oost,1023909,52.34628324,4.92403228,4 rooms apartment in Bart de Ligtstraat,1607.0,4,[],pararius,amsterdam
733,Elisabeth Boddaertstraat,115.0,2018-02-16,apartment,2017-10-21T07:43:36,amsterdam-nieuw-west,615202,52.3475785,4.8301625,4 rooms apartment in Elisabeth Boddaertstraat,1431.0,4,[],pararius,amsterdam
736,Herengracht,120.0,2018-02-16,apartment,2017-10-21T07:17:17,amsterdam-centrum,613632,52.36558295,4.89150087,3 rooms apartment in Herengracht,3500.0,3,[],pararius,amsterdam
737,Kerkstraat,75.0,2018-02-16,apartment,2017-12-24T07:44:18,amsterdam-centrum,844325,52.36444876,4.88681539,3 rooms apartment in Kerkstraat,1850.0,3,[],pararius,amsterdam
744,Ter Haarstraat,140.0,2018-02-16,apartment,2018-01-21T06:37:17,amsterdam-west,936666,52.37000057,4.86948489,3 rooms apartment in Ter Haarstraat,2495.0,3,[],pararius,amsterdam
746,De Clercqstraat,70.0,2018-02-16,apartment,2018-01-10T14:02:57,amsterdam-west,899541,52.37094519,4.86969412,3 rooms apartment in De Clercqstraat,1975.0,3,[],pararius,amsterdam
749,Johannes van der Steurstraat,115.0,2018-02-16,apartment,2017-10-21T07:48:47,amsterdam-nieuw-west,615490,52.34767194,4.82947379,4 rooms apartment in Johannes van der Steurstraat,1396.0,4,[],pararius,amsterdam
752,Wittgensteinlaan,90.0,2018-02-16,apartment,2018-01-25T07:11:53,amsterdam-nieuw-west,951372,52.35223096,4.83547843,2 rooms apartment in Wittgensteinlaan,1695.0,2,[],pararius,amsterdam
753,Overtoom 435,130.0,2018-02-16,apartment,2018-01-12T09:43:50,amsterdam-west,907339,52.35886947,4.86036643,5 rooms apartment in Overtoom 435,2300.0,5,[],pararius,amsterdam
755,Marcusstraat,55.0,2018-02-16,apartment,2017-10-21T07:30:27,amsterdam-oost,614420,52.35162971,4.9123813,2 rooms apartment in Marcusstraat,1500.0,2,[],pararius,amsterdam
760,Plantage Badlaan,70.0,2018-02-16,apartment,2017-11-09T09:15:26,amsterdam-centrum,674316,52.36411192,4.91644665,3 rooms apartment in Plantage Badlaan,2000.0,3,[],pararius,amsterdam
761,Rijnstraat,90.0,2018-02-16,apartment,2017-10-21T07:10:45,amsterdam-zuid,613257,52.34102017,4.90693334,3 rooms apartment in Rijnstraat,1750.0,3,[],pararius,amsterdam
762,Henri Dunantstraat,96.0,2018-02-16,apartment,2017-10-21T07:43:58,amsterdam-nieuw-west,615224,52.3481005,4.82916274,3 rooms apartment in Henri Dunantstraat,1276.0,3,[],pararius,amsterdam
763,Utrechtsestraat,90.0,2018-02-16,apartment,2018-02-13T06:05:23,amsterdam-centrum,1030558,52.36470259,4.89808815,3 rooms apartment in Utrechtsestraat,1900.0,3,[],pararius,amsterdam
764,Henri Dunantstraat,115.0,2018-02-16,apartment,2017-10-21T07:45:34,amsterdam-nieuw-west,615312,52.3480946,4.82995868,4 rooms apartment in Henri Dunantstraat,1380.0,4,[],pararius,amsterdam
766,Herengracht,50.0,2018-02-16,apartment,2017-10-21T07:59:55,amsterdam-centrum,616134,52.36526527,4.89723039,2 rooms apartment in Herengracht,1950.0,2,[],pararius,amsterdam
770,Noorderkerkstraat,78.0,2018-02-16,apartment,2017-12-02T15:53:12,amsterdam-centrum,716128,52.38012797,4.88578664,3 rooms apartment in Noorderkerkstraat,2200.0,3,[],pararius,amsterdam
771,Kanteel 16,110.0,2018-02-16,apartment,2018-02-14T07:13:28,amsterdam-zuid,1035344,52.32536493,4.8814029,4 rooms apartment in Kanteel 16,2000.0,4,[],pararius,amsterdam
772,Wethouder Driessenstraat,111.0,2018-02-16,apartment,2017-10-21T07:45:41,amsterdam-zuidoost,615318,52.29127519,4.98465711,3 rooms apartment in Wethouder Driessenstraat,900.0,3,[],pararius,amsterdam
774,Elisabeth Boddaertstraat,115.0,2018-02-16,apartment,2017-10-21T07:47:06,amsterdam-nieuw-west,615396,52.34786816,4.83015533,4 rooms apartment in Elisabeth Boddaertstraat,1406.0,4,[],pararius,amsterdam
776,Hogeweg,135.0,2018-02-16,apartment,2018-01-05T07:26:22,amsterdam-oost,867519,52.35654735,4.93569777,5 rooms apartment in Hogeweg,2295.0,5,[],pararius,amsterdam
782,Verversstraat,51.0,2018-02-16,apartment,2018-02-11T06:02:32,amsterdam-centrum,1023862,52.36870637,4.89911588,3 rooms apartment in Verversstraat,1750.0,3,[],pararius,amsterdam
784,Overtoom,95.0,2018-02-16,apartment,2018-01-21T06:36:59,amsterdam-west,936645,52.357546500000005,4.85594894,3 rooms apartment in Overtoom,1850.0,3,[],pararius,amsterdam
786,Kastelenstraat,75.0,2018-02-16,apartment,2018-01-30T06:05:31,amsterdam-zuid,979356,52.32577195,4.87365306,4 rooms apartment in Kastelenstraat,1725.0,4,[],pararius,amsterdam
787,Omval,80.0,2018-02-16,apartment,2018-02-07T06:56:05,amsterdam-oost,1007898,52.34426523,4.91599675,3 rooms apartment in Omval,2000.0,3,[],pararius,amsterdam
788,Emmastraat,110.0,2018-02-16,apartment,2018-02-03T06:27:22,amsterdam-zuid,994302,52.35262018,4.86992249,3 rooms apartment in Emmastraat,1800.0,3,[],pararius,amsterdam
805,Haarlemmerdijk,100.0,2018-02-16,apartment,2018-01-12T10:00:55,amsterdam-centrum,907421,52.38309806,4.88676652,3 rooms apartment in Haarlemmerdijk,2000.0,3,[],pararius,amsterdam
806,Van Tuyll van Serooskerkenweg,75.0,2018-02-16,apartment,2018-01-27T06:53:35,amsterdam-zuid,963119,52.34377241,4.85888734,3 rooms apartment in Van Tuyll van Serooskerkenweg,1695.0,3,[],pararius,amsterdam
812,Keizersgracht 606,73.0,2018-02-16,apartment,2018-02-03T06:27:52,amsterdam-centrum,994346,52.36392301,4.890021900000001,2 rooms apartment in Keizersgracht 606,2750.0,2,[],pararius,amsterdam
813,Sint Nicolaasstraat 27,92.0,2018-02-16,apartment,2018-02-04T06:45:23,amsterdam-centrum,1000924,52.37490024,4.89293869,3 rooms apartment in Sint Nicolaasstraat 27,1750.0,3,[],pararius,amsterdam
817,Mijndenhof,109.0,2018-02-16,apartment,2018-01-31T06:41:29,amsterdam-zuidoost,981676,52.29906563,4.97109934,4 rooms apartment in Mijndenhof,940.0,4,[],pararius,amsterdam
818,Hugo de Grootkade,55.0,2018-02-16,apartment,2018-02-15T07:15:01,amsterdam-west,1037667,52.37254563,4.86983698,2 rooms apartment in Hugo de Grootkade,1650.0,2,[],pararius,amsterdam
821,Kelbergen,98.0,2018-02-16,apartment,2017-10-21T07:17:19,amsterdam-zuidoost,613633,52.31107416,4.97390504,4 rooms apartment in Kelbergen,1850.0,4,[],pararius,amsterdam
824,Tweede Hugo de Grootstraat,60.0,2018-02-16,apartment,2017-11-08T07:25:36,amsterdam-west,672794,52.37441675,4.87435283,3 rooms apartment in Tweede Hugo de Grootstraat,1750.0,3,[],pararius,amsterdam
828,Soetendaal 57,180.0,2018-02-16,apartment,2017-11-23T06:43:26,amsterdam-zuid,697313,52.32431735,4.86372465,8 rooms apartment in Soetendaal 57,4200.0,8,[],pararius,amsterdam
830,Anjeliersstraat 82,55.0,2018-02-16,apartment,2018-02-02T06:24:07,amsterdam-centrum,992395,52.3778162,4.88321333,2 rooms apartment in Anjeliersstraat 82,1600.0,2,[],pararius,amsterdam
834,Peelstraat,127.0,2018-02-16,apartment,2018-02-09T06:06:24,amsterdam-zuid,1015464,52.3389007,4.9007347999999995,4 rooms apartment in Peelstraat,1579.0,4,[],pararius,amsterdam
837,Michelangelostraat 39,200.0,2018-02-16,apartment,2017-10-21T07:02:20,amsterdam-zuid,612750,52.34831211,4.87130825,5 rooms apartment in Michelangelostraat 39,3950.0,5,[],pararius,amsterdam
844,Kuiperssteeg,130.0,2018-02-16,apartment,2017-12-08T08:07:48,amsterdam-centrum,793066,52.36991682,4.89408079,3 rooms apartment in Kuiperssteeg,3500.0,3,[],pararius,amsterdam
846,IJburglaan,103.0,2018-02-16,apartment,2018-01-20T06:14:48,amsterdam-oost,935121,52.36315022,4.97942468,3 rooms apartment in IJburglaan,1500.0,3,[],pararius,amsterdam
848,Weerdestein,110.0,2018-02-16,apartment,2018-01-14T13:15:37,amsterdam-zuid,915373,52.33093228,4.88867481,4 rooms apartment in Weerdestein,2250.0,4,[],pararius,amsterdam
849,Eerste Constantijn Huygensstraat,45.0,2018-02-16,apartment,2018-02-10T06:50:31,amsterdam-west,1022002,52.36359823,4.87497706,2 rooms apartment in Eerste Constantijn Huygensstraat,1350.0,2,[],pararius,amsterdam
850,Amstel 270,82.0,2018-02-16,apartment,2018-01-29T06:54:40,amsterdam-centrum,970666,52.36320735,4.90165751,2 rooms apartment in Amstel 270,2650.0,2,[],pararius,amsterdam
851,Gouden Leeuw,115.0,2018-02-16,apartment,2018-01-27T06:53:36,amsterdam-zuidoost,963120,52.324557,4.97424899,4 rooms apartment in Gouden Leeuw,1650.0,4,[],pararius,amsterdam
853,Jan Tooropstraat,75.0,2018-02-16,apartment,2018-02-01T06:29:36,amsterdam-nieuw-west,987262,52.36124295,4.83681976,3 rooms apartment in Jan Tooropstraat,1750.0,3,[],pararius,amsterdam
858,IJburglaan,205.0,2018-02-16,apartment,2018-01-27T06:54:22,amsterdam-oost,963185,52.35753411,4.99035368,4 rooms apartment in IJburglaan,1799.0,4,[],pararius,amsterdam
860,Henri Dunantstraat,95.0,2018-02-16,apartment,2017-10-21T07:46:07,amsterdam-nieuw-west,615341,52.34809055,4.8293403,3 rooms apartment in Henri Dunantstraat,1267.0,3,[],pararius,amsterdam
865,Henri Dunantstraat,95.0,2018-02-16,apartment,2017-10-21T07:44:01,amsterdam-nieuw-west,615227,52.34786032,4.82917501,3 rooms apartment in Henri Dunantstraat,1267.0,3,[],pararius,amsterdam
867,Staringstraat,75.0,2018-02-16,apartment,2018-01-20T06:13:12,amsterdam-west,935012,52.36236553,4.862350900000001,2 rooms apartment in Staringstraat,1680.0,2,[],pararius,amsterdam
870,Singel,130.0,2018-02-16,apartment,2018-01-19T06:17:03,amsterdam-centrum,928742,52.378415000000004,4.89307575,3 rooms apartment in Singel,3500.0,3,[],pararius,amsterdam
871,Roelof Hartplein,60.0,2018-02-16,apartment,2018-02-03T06:27:05,amsterdam-zuid,994272,52.35310869,4.88315634,2 rooms apartment in Roelof Hartplein,1400.0,2,[],pararius,amsterdam
872,Henri Dunantstraat,93.0,2018-02-16,apartment,2017-10-21T07:44:53,amsterdam-nieuw-west,615275,52.34809979999999,4.82935648,3 rooms apartment in Henri Dunantstraat,1241.0,3,[],pararius,amsterdam
883,De Lairessestraat 114,330.0,2018-02-16,apartment,2017-12-13T08:23:42,amsterdam-zuid,810102,52.35347744,4.87070512,7 rooms apartment in De Lairessestraat 114,5500.0,7,[],pararius,amsterdam
886,Panamakade,153.0,2018-02-16,apartment,2017-11-29T08:23:12,amsterdam-oost,707020,52.37340637,4.94712703,4 rooms apartment in Panamakade,2650.0,4,[],pararius,amsterdam
